Doctor_ID,Doctor_Name,Gender,Department_ID,Specialization,Qualification,Experience_Years,Shift
DR01799,Doctor_1799,Male,D019,Endocrinology,MS,22,Morning
DR01800,Doctor_1800,Male,D020,Dental,DM,9,Evening
DR01801,Doctor_1801,Male,D001,Cardiology,MCh,8,Evening
DR01802,Doctor_1802,Male,D002,Neurology,DM,8,Morning
DR01803,Doctor_1803,Male,D003,Orthopedics,MS,15,Morning
DR01804,Doctor_1804,Male,D004,Pediatrics,MS,7,Morning
DR01805,Doctor_1805,Female,D005,Oncology,MCh,21,Morning
DR01806,Doctor_1806,Male,D006,ENT,MS,26,Night
DR01807,Doctor_1807,Male,D007,Dermatology,MCh,29,Evening
DR01808,Doctor_1808,Female,D008,General Surgery,MCh,35,Morning
DR01809,Doctor_1809,Male,D009,Urology,MCh,24,Morning
DR01810,Doctor_1810,Male,D010,Nephrology,MBBS,8,Morning
DR01811,Doctor_1811,Female,D011,Gynecology,MBBS,20,Evening
DR01812,Doctor_1812,Male,D012,Psychiatry,MS,30,Night
DR01813,Doctor_1813,Male,D013,Pulmonology,DM,7,Morning
DR01814,Doctor_1814,Female,D014,Gastroenterology,DM,12,Morning
DR01815,Doctor_1815,Male,D015,Emergency,MBBS,1,Morning
DR01816,Doctor_1816,Female,D016,Radiology,MBBS,9,Morning
DR01817,Doctor_1817,Female,D017,ICU,MBBS,27,Night
DR01818,Doctor_1818,Female,D018,Ophthalmology,MBBS,2,Evening
DR01819,Doctor_1819,Female,D019,Endocrinology,MD,16,Night
DR01820,Doctor_1820,Female,D020,Dental,MS,30,Night
DR01821,Doctor_1821,Female,D001,Cardiology,MD,25,Morning
DR01822,Doctor_1822,Female,D002,Neurology,DM,19,Evening
DR01823,Doctor_1823,Male,D003,Orthopedics,MD,28,Evening
DR01824,Doctor_1824,Female,D004,Pediatrics,MS,13,Night
DR01825,Doctor_1825,Female,D005,Oncology,MS,25,Night
DR01826,Doctor_1826,Male,D006,ENT,MBBS,29,Morning
DR01827,Doctor_1827,Female,D007,Dermatology,DM,17,Evening
DR01828,Doctor_1828,Female,D008,General Surgery,DM,7,Morning
DR01829,Doctor_1829,Male,D009,Urology,MCh,28,Morning
DR01830,Doctor_1830,Male,D010,Nephrology,DM,25,Evening
DR01831,Doctor_1831,Female,D011,Gynecology,MBBS,6,Evening
DR01832,Doctor_1832,Male,D012,Psychiatry,MS,27,Night
DR01833,Doctor_1833,Male,D013,Pulmonology,MS,21,Evening
DR01834,Doctor_1834,Female,D014,Gastroenterology,MS,31,Night
DR01835,Doctor_1835,Male,D015,Emergency,MD,17,Night
DR01836,Doctor_1836,Male,D016,Radiology,DM,2,Evening
DR01837,Doctor_1837,Female,D017,ICU,MS,14,Evening
DR01838,Doctor_1838,Male,D018,Ophthalmology,DM,27,Night
DR01839,Doctor_1839,Male,D019,Endocrinology,MBBS,6,Night
DR01840,Doctor_1840,Male,D020,Dental,MS,25,Morning
DR01841,Doctor_1841,Female,D001,Cardiology,MS,30,Night
DR01842,Doctor_1842,Female,D002,Neurology,MS,25,Morning
DR01843,Doctor_1843,Male,D003,Orthopedics,MBBS,20,Night
DR01844,Doctor_1844,Male,D004,Pediatrics,MCh,29,Evening
DR01845,Doctor_1845,Female,D005,Oncology,MCh,27,Night
DR01846,Doctor_1846,Male,D006,ENT,MD,33,Night
DR01847,Doctor_1847,Female,D007,Dermatology,MS,17,Evening
DR01848,Doctor_1848,Female,D008,General Surgery,DM,29,Morning
DR01849,Doctor_1849,Female,D009,Urology,MCh,33,Morning
DR01850,Doctor_1850,Male,D010,Nephrology,MD,4,Evening
DR01851,Doctor_1851,Female,D011,Gynecology,MBBS,14,Morning
DR01852,Doctor_1852,Female,D012,Psychiatry,MS,29,Night
DR01853,Doctor_1853,Female,D013,Pulmonology,MCh,5,Morning
DR01854,Doctor_1854,Male,D014,Gastroenterology,MD,14,Night
DR01855,Doctor_1855,Male,D015,Emergency,DM,10,Night
DR01856,Doctor_1856,Female,D016,Radiology,MS,5,Morning
DR01857,Doctor_1857,Female,D017,ICU,DM,15,Morning
DR01858,Doctor_1858,Male,D018,Ophthalmology,MBBS,32,Evening
DR01859,Doctor_1859,Male,D019,Endocrinology,DM,18,Evening
DR01860,Doctor_1860,Female,D020,Dental,MD,18,Morning
DR01861,Doctor_1861,Female,D001,Cardiology,MD,11,Evening
DR01862,Doctor_1862,Female,D002,Neurology,MD,26,Night
DR01863,Doctor_1863,Male,D003,Orthopedics,MD,20,Evening
DR01864,Doctor_1864,Female,D004,Pediatrics,MCh,16,Night
DR01865,Doctor_1865,Male,D005,Oncology,MCh,22,Evening
DR01866,Doctor_1866,Male,D006,ENT,MCh,21,Morning
DR01867,Doctor_1867,Male,D007,Dermatology,DM,28,Night
DR01868,Doctor_1868,Female,D008,General Surgery,MS,32,Morning
DR01869,Doctor_1869,Male,D009,Urology,MS,14,Night
DR01870,Doctor_1870,Female,D010,Nephrology,MCh,31,Night
DR01871,Doctor_1871,Female,D011,Gynecology,DM,6,Morning
DR01872,Doctor_1872,Male,D012,Psychiatry,MCh,35,Night
DR01873,Doctor_1873,Female,D013,Pulmonology,MS,32,Morning
DR01874,Doctor_1874,Female,D014,Gastroenterology,MCh,14,Evening
DR01875,Doctor_1875,Male,D015,Emergency,DM,14,Evening
DR01876,Doctor_1876,Female,D016,Radiology,MBBS,17,Evening
DR01877,Doctor_1877,Male,D017,ICU,DM,14,Evening
DR01878,Doctor_1878,Female,D018,Ophthalmology,MCh,12,Night
DR01879,Doctor_1879,Male,D019,Endocrinology,MS,26,Evening
DR01880,Doctor_1880,Male,D020,Dental,MBBS,19,Evening
DR01881,Doctor_1881,Male,D001,Cardiology,MCh,10,Morning
DR01882,Doctor_1882,Female,D002,Neurology,MS,8,Evening
DR01883,Doctor_1883,Male,D003,Orthopedics,MBBS,20,Evening
DR01884,Doctor_1884,Female,D004,Pediatrics,MS,30,Evening
DR01885,Doctor_1885,Female,D005,Oncology,MS,1,Morning
DR01886,Doctor_1886,Female,D006,ENT,MD,21,Morning
DR01887,Doctor_1887,Female,D007,Dermatology,MS,22,Morning
DR01888,Doctor_1888,Female,D008,General Surgery,MS,1,Night
DR01889,Doctor_1889,Female,D009,Urology,MD,14,Evening
DR01890,Doctor_1890,Male,D010,Nephrology,MS,22,Morning
DR01891,Doctor_1891,Male,D011,Gynecology,DM,17,Morning
DR01892,Doctor_1892,Female,D012,Psychiatry,DM,20,Evening
DR01893,Doctor_1893,Male,D013,Pulmonology,MS,27,Night
DR01894,Doctor_1894,Female,D014,Gastroenterology,MCh,12,Evening
DR01895,Doctor_1895,Female,D015,Emergency,MS,9,Morning
DR01896,Doctor_1896,Female,D016,Radiology,MCh,7,Morning
DR01897,Doctor_1897,Male,D017,ICU,MD,3,Morning
DR01898,Doctor_1898,Male,D018,Ophthalmology,MD,35,Night
DR01899,Doctor_1899,Female,D019,Endocrinology,MS,32,Evening
DR01900,Doctor_1900,Male,D020,Dental,MD,15,Evening
DR01901,Doctor_1901,Female,D001,Cardiology,MD,3,Night
DR01902,Doctor_1902,Female,D002,Neurology,MBBS,6,Evening
DR01903,Doctor_1903,Female,D003,Orthopedics,MBBS,32,Morning
DR01904,Doctor_1904,Male,D004,Pediatrics,MBBS,34,Night
DR01905,Doctor_1905,Male,D005,Oncology,DM,9,Evening
DR01906,Doctor_1906,Male,D006,ENT,MCh,22,Evening
DR01907,Doctor_1907,Male,D007,Dermatology,DM,22,Evening
DR01908,Doctor_1908,Male,D008,General Surgery,MS,2,Evening
DR01909,Doctor_1909,Female,D009,Urology,MD,13,Night
DR01910,Doctor_1910,Male,D010,Nephrology,DM,15,Night
DR01911,Doctor_1911,Male,D011,Gynecology,MS,10,Morning
DR01912,Doctor_1912,Male,D012,Psychiatry,MCh,21,Evening
DR01913,Doctor_1913,Male,D013,Pulmonology,DM,7,Night
DR01914,Doctor_1914,Male,D014,Gastroenterology,MS,25,Evening
DR01915,Doctor_1915,Female,D015,Emergency,MS,22,Evening
DR01916,Doctor_1916,Male,D016,Radiology,MD,32,Morning
DR01917,Doctor_1917,Male,D017,ICU,MD,23,Night
DR01918,Doctor_1918,Female,D018,Ophthalmology,MD,5,Night
DR01919,Doctor_1919,Male,D019,Endocrinology,MCh,3,Night
DR01920,Doctor_1920,Male,D020,Dental,MBBS,34,Evening
DR01921,Doctor_1921,Female,D001,Cardiology,MCh,17,Evening
DR01922,Doctor_1922,Male,D002,Neurology,DM,18,Night
DR01923,Doctor_1923,Male,D003,Orthopedics,MS,9,Evening
DR01924,Doctor_1924,Male,D004,Pediatrics,MD,16,Morning
DR01925,Doctor_1925,Male,D005,Oncology,MCh,18,Morning
DR01926,Doctor_1926,Female,D006,ENT,DM,24,Morning
DR01927,Doctor_1927,Female,D007,Dermatology,DM,4,Night
DR01928,Doctor_1928,Male,D008,General Surgery,DM,3,Evening
DR01929,Doctor_1929,Male,D009,Urology,DM,32,Morning
DR01930,Doctor_1930,Male,D010,Nephrology,MCh,26,Morning
DR01931,Doctor_1931,Female,D011,Gynecology,MS,18,Morning
DR01932,Doctor_1932,Male,D012,Psychiatry,MBBS,30,Night
DR01933,Doctor_1933,Female,D013,Pulmonology,MCh,7,Night
DR01934,Doctor_1934,Male,D014,Gastroenterology,MCh,14,Morning
DR01935,Doctor_1935,Male,D015,Emergency,MBBS,22,Morning
DR01936,Doctor_1936,Female,D016,Radiology,MD,8,Morning
DR01937,Doctor_1937,Female,D017,ICU,MD,3,Morning
DR01938,Doctor_1938,Female,D018,Ophthalmology,DM,14,Evening
DR01939,Doctor_1939,Female,D019,Endocrinology,MD,10,Night
DR01940,Doctor_1940,Female,D020,Dental,DM,11,Morning
DR01941,Doctor_1941,Female,D001,Cardiology,MCh,14,Evening
DR01942,Doctor_1942,Male,D002,Neurology,MD,29,Morning
DR01943,Doctor_1943,Male,D003,Orthopedics,MS,34,Night
DR01944,Doctor_1944,Male,D004,Pediatrics,MBBS,18,Night
DR01945,Doctor_1945,Male,D005,Oncology,DM,27,Night
DR01946,Doctor_1946,Male,D006,ENT,MD,22,Evening
DR01947,Doctor_1947,Female,D007,Dermatology,MBBS,28,Morning
DR01948,Doctor_1948,Female,D008,General Surgery,MCh,26,Morning
DR01949,Doctor_1949,Female,D009,Urology,MS,24,Evening
DR01950,Doctor_1950,Male,D010,Nephrology,DM,2,Evening
DR01951,Doctor_1951,Male,D011,Gynecology,DM,32,Evening
DR01952,Doctor_1952,Male,D012,Psychiatry,MCh,8,Evening
DR01953,Doctor_1953,Male,D013,Pulmonology,MD,1,Morning
DR01954,Doctor_1954,Male,D014,Gastroenterology,MS,30,Night
DR01955,Doctor_1955,Female,D015,Emergency,MBBS,16,Night
DR01956,Doctor_1956,Male,D016,Radiology,DM,17,Night
DR01957,Doctor_1957,Female,D017,ICU,DM,25,Morning
DR01958,Doctor_1958,Male,D018,Ophthalmology,MD,24,Morning
DR01959,Doctor_1959,Female,D019,Endocrinology,MCh,30,Morning
DR01960,Doctor_1960,Male,D020,Dental,DM,14,Morning
DR01961,Doctor_1961,Female,D001,Cardiology,MCh,31,Night
DR01962,Doctor_1962,Male,D002,Neurology,MBBS,1,Evening
DR01963,Doctor_1963,Female,D003,Orthopedics,MD,33,Night
DR01964,Doctor_1964,Male,D004,Pediatrics,MCh,15,Evening
DR01965,Doctor_1965,Female,D005,Oncology,MD,21,Morning
DR01966,Doctor_1966,Female,D006,ENT,MCh,12,Night
DR01967,Doctor_1967,Female,D007,Dermatology,MBBS,21,Night
DR01968,Doctor_1968,Male,D008,General Surgery,MBBS,17,Evening
DR01969,Doctor_1969,Male,D009,Urology,MCh,22,Morning
DR01970,Doctor_1970,Female,D010,Nephrology,MBBS,21,Night
DR01971,Doctor_1971,Male,D011,Gynecology,MD,20,Night
DR01972,Doctor_1972,Male,D012,Psychiatry,MCh,18,Evening
DR01973,Doctor_1973,Female,D013,Pulmonology,DM,10,Evening
DR01974,Doctor_1974,Female,D014,Gastroenterology,DM,14,Night
DR01975,Doctor_1975,Male,D015,Emergency,MCh,13,Evening
DR01976,Doctor_1976,Male,D016,Radiology,MD,22,Morning
DR01977,Doctor_1977,Female,D017,ICU,MS,26,Evening
DR01978,Doctor_1978,Female,D018,Ophthalmology,MD,24,Morning
DR01979,Doctor_1979,Female,D019,Endocrinology,MS,12,Night
DR01980,Doctor_1980,Female,D020,Dental,MD,25,Evening
DR01981,Doctor_1981,Male,D001,Cardiology,MD,24,Night
DR01982,Doctor_1982,Female,D002,Neurology,MCh,34,Night
DR01983,Doctor_1983,Male,D003,Orthopedics,MD,12,Night
DR01984,Doctor_1984,Female,D004,Pediatrics,MCh,17,Morning
DR01985,Doctor_1985,Female,D005,Oncology,MD,5,Evening
DR01986,Doctor_1986,Male,D006,ENT,MD,7,Evening
DR01987,Doctor_1987,Female,D007,Dermatology,MS,16,Evening
DR01988,Doctor_1988,Female,D008,General Surgery,MS,4,Night
DR01989,Doctor_1989,Male,D009,Urology,MCh,3,Morning
DR01990,Doctor_1990,Male,D010,Nephrology,MCh,17,Night
DR01991,Doctor_1991,Male,D011,Gynecology,MCh,28,Morning
DR01992,Doctor_1992,Male,D012,Psychiatry,DM,35,Evening
DR01993,Doctor_1993,Female,D013,Pulmonology,MBBS,20,Evening
DR01994,Doctor_1994,Male,D014,Gastroenterology,DM,23,Night
DR01995,Doctor_1995,Female,D015,Emergency,MBBS,13,Night
DR01996,Doctor_1996,Female,D016,Radiology,MS,18,Evening
DR01997,Doctor_1997,Male,D017,ICU,MD,3,Morning
DR01998,Doctor_1998,Female,D018,Ophthalmology,MS,12,Night
DR01999,Doctor_1999,Female,D019,Endocrinology,MS,18,Morning
DR02000,Doctor_2000,Male,D020,Dental,MCh,33,Evening
DR02001,Doctor_2001,Male,D001,Cardiology,MCh,8,Night
DR02002,Doctor_2002,Male,D002,Neurology,MBBS,16,Evening
DR02003,Doctor_2003,Female,D003,Orthopedics,MD,27,Night
DR02004,Doctor_2004,Female,D004,Pediatrics,MD,3,Evening
DR02005,Doctor_2005,Male,D005,Oncology,MBBS,21,Morning
DR02006,Doctor_2006,Male,D006,ENT,MCh,4,Morning
DR02007,Doctor_2007,Male,D007,Dermatology,MS,19,Night
DR02008,Doctor_2008,Male,D008,General Surgery,MCh,11,Evening
DR02009,Doctor_2009,Male,D009,Urology,MCh,19,Evening
DR02010,Doctor_2010,Male,D010,Nephrology,MD,29,Morning
DR02011,Doctor_2011,Female,D011,Gynecology,DM,12,Morning
DR02012,Doctor_2012,Female,D012,Psychiatry,DM,9,Night
DR02013,Doctor_2013,Female,D013,Pulmonology,MCh,16,Evening
DR02014,Doctor_2014,Female,D014,Gastroenterology,MBBS,34,Evening
DR02015,Doctor_2015,Female,D015,Emergency,MBBS,35,Night
DR02016,Doctor_2016,Male,D016,Radiology,MCh,17,Night
DR02017,Doctor_2017,Male,D017,ICU,MD,22,Evening
DR02018,Doctor_2018,Female,D018,Ophthalmology,MBBS,35,Morning
DR02019,Doctor_2019,Male,D019,Endocrinology,MD,27,Evening
DR02020,Doctor_2020,Female,D020,Dental,MBBS,10,Night
DR02021,Doctor_2021,Female,D001,Cardiology,MBBS,24,Evening
DR02022,Doctor_2022,Female,D002,Neurology,MD,30,Evening
DR02023,Doctor_2023,Male,D003,Orthopedics,MS,20,Evening
DR02024,Doctor_2024,Male,D004,Pediatrics,MS,4,Evening
DR02025,Doctor_2025,Female,D005,Oncology,MS,24,Evening
DR02026,Doctor_2026,Female,D006,ENT,MD,5,Evening
DR02027,Doctor_2027,Male,D007,Dermatology,MD,28,Morning
DR02028,Doctor_2028,Male,D008,General Surgery,MCh,19,Night
DR02029,Doctor_2029,Male,D009,Urology,DM,35,Morning
DR02030,Doctor_2030,Male,D010,Nephrology,MD,7,Night
DR02031,Doctor_2031,Male,D011,Gynecology,DM,1,Morning
DR02032,Doctor_2032,Male,D012,Psychiatry,MD,1,Night
DR02033,Doctor_2033,Male,D013,Pulmonology,MD,25,Night
DR02034,Doctor_2034,Male,D014,Gastroenterology,MD,34,Night
DR02035,Doctor_2035,Female,D015,Emergency,DM,18,Morning
DR02036,Doctor_2036,Male,D016,Radiology,MS,20,Night
DR02037,Doctor_2037,Female,D017,ICU,MBBS,24,Evening
DR02038,Doctor_2038,Male,D018,Ophthalmology,MCh,29,Morning
DR02039,Doctor_2039,Female,D019,Endocrinology,MBBS,32,Night
DR02040,Doctor_2040,Male,D020,Dental,MBBS,22,Evening
DR02041,Doctor_2041,Female,D001,Cardiology,MS,2,Night
DR02042,Doctor_2042,Female,D002,Neurology,MBBS,8,Evening
DR02043,Doctor_2043,Male,D003,Orthopedics,MBBS,26,Evening
DR02044,Doctor_2044,Male,D004,Pediatrics,MS,29,Night
DR02045,Doctor_2045,Male,D005,Oncology,DM,35,Night
DR02046,Doctor_2046,Female,D006,ENT,MCh,20,Night
DR02047,Doctor_2047,Female,D007,Dermatology,DM,14,Evening
DR02048,Doctor_2048,Male,D008,General Surgery,DM,8,Night
DR02049,Doctor_2049,Female,D009,Urology,MD,35,Evening
DR02050,Doctor_2050,Male,D010,Nephrology,MD,15,Morning
DR02051,Doctor_2051,Male,D011,Gynecology,MS,2,Evening
DR02052,Doctor_2052,Female,D012,Psychiatry,MS,4,Morning
DR02053,Doctor_2053,Female,D013,Pulmonology,MS,25,Night
DR02054,Doctor_2054,Female,D014,Gastroenterology,MCh,11,Evening
DR02055,Doctor_2055,Female,D015,Emergency,DM,19,Evening
DR02056,Doctor_2056,Male,D016,Radiology,MBBS,30,Night
DR02057,Doctor_2057,Female,D017,ICU,MD,33,Morning
DR02058,Doctor_2058,Female,D018,Ophthalmology,MD,15,Evening
DR02059,Doctor_2059,Female,D019,Endocrinology,MCh,8,Evening
DR02060,Doctor_2060,Male,D020,Dental,MCh,23,Evening
DR02061,Doctor_2061,Female,D001,Cardiology,MCh,8,Evening
DR02062,Doctor_2062,Female,D002,Neurology,MS,20,Morning
DR02063,Doctor_2063,Male,D003,Orthopedics,MBBS,5,Evening
DR02064,Doctor_2064,Female,D004,Pediatrics,MD,33,Morning
DR02065,Doctor_2065,Male,D005,Oncology,MS,14,Evening
DR02066,Doctor_2066,Female,D006,ENT,MS,17,Night
DR02067,Doctor_2067,Male,D007,Dermatology,MBBS,35,Evening
DR02068,Doctor_2068,Female,D008,General Surgery,MBBS,25,Night
DR02069,Doctor_2069,Female,D009,Urology,MBBS,23,Evening
DR02070,Doctor_2070,Male,D010,Nephrology,MS,17,Morning
DR02071,Doctor_2071,Female,D011,Gynecology,MBBS,4,Morning
DR02072,Doctor_2072,Female,D012,Psychiatry,MBBS,22,Morning
DR02073,Doctor_2073,Female,D013,Pulmonology,MS,7,Morning
DR02074,Doctor_2074,Male,D014,Gastroenterology,DM,29,Morning
DR02075,Doctor_2075,Male,D015,Emergency,MCh,18,Night
DR02076,Doctor_2076,Female,D016,Radiology,DM,17,Evening
DR02077,Doctor_2077,Male,D017,ICU,MBBS,2,Night
DR02078,Doctor_2078,Male,D018,Ophthalmology,MD,29,Evening
DR02079,Doctor_2079,Male,D019,Endocrinology,DM,27,Night
DR02080,Doctor_2080,Female,D020,Dental,DM,13,Morning
DR02081,Doctor_2081,Male,D001,Cardiology,MCh,9,Morning
DR02082,Doctor_2082,Female,D002,Neurology,DM,12,Night
DR02083,Doctor_2083,Male,D003,Orthopedics,MBBS,24,Evening
DR02084,Doctor_2084,Male,D004,Pediatrics,MBBS,28,Evening
DR02085,Doctor_2085,Male,D005,Oncology,MD,7,Evening
DR02086,Doctor_2086,Male,D006,ENT,MBBS,15,Morning
DR02087,Doctor_2087,Male,D007,Dermatology,MD,7,Evening
DR02088,Doctor_2088,Male,D008,General Surgery,MS,28,Evening
DR02089,Doctor_2089,Female,D009,Urology,MD,26,Evening
DR02090,Doctor_2090,Male,D010,Nephrology,MS,25,Evening
DR02091,Doctor_2091,Male,D011,Gynecology,MCh,7,Night
DR02092,Doctor_2092,Male,D012,Psychiatry,DM,32,Morning
DR02093,Doctor_2093,Male,D013,Pulmonology,MD,24,Morning
DR02094,Doctor_2094,Male,D014,Gastroenterology,MCh,27,Evening
DR02095,Doctor_2095,Female,D015,Emergency,DM,9,Night
DR02096,Doctor_2096,Female,D016,Radiology,DM,12,Evening
DR02097,Doctor_2097,Female,D017,ICU,MCh,7,Night
DR02098,Doctor_2098,Male,D018,Ophthalmology,MS,24,Morning
DR02099,Doctor_2099,Male,D019,Endocrinology,MD,29,Night
DR02100,Doctor_2100,Female,D020,Dental,MCh,32,Evening
DR02101,Doctor_2101,Male,D001,Cardiology,MD,15,Evening
DR02102,Doctor_2102,Female,D002,Neurology,MBBS,5,Evening
DR02103,Doctor_2103,Male,D003,Orthopedics,DM,12,Night
DR02104,Doctor_2104,Female,D004,Pediatrics,DM,1,Evening
DR02105,Doctor_2105,Male,D005,Oncology,MCh,3,Night
DR02106,Doctor_2106,Female,D006,ENT,MD,2,Night
DR02107,Doctor_2107,Male,D007,Dermatology,MD,23,Evening
DR02108,Doctor_2108,Female,D008,General Surgery,MD,23,Night
DR02109,Doctor_2109,Male,D009,Urology,MCh,17,Morning
DR02110,Doctor_2110,Male,D010,Nephrology,MD,21,Night
DR02111,Doctor_2111,Male,D011,Gynecology,MBBS,20,Morning
DR02112,Doctor_2112,Male,D012,Psychiatry,MBBS,25,Night
DR02113,Doctor_2113,Female,D013,Pulmonology,DM,23,Morning
DR02114,Doctor_2114,Female,D014,Gastroenterology,MD,3,Morning
DR02115,Doctor_2115,Female,D015,Emergency,MS,18,Night
DR02116,Doctor_2116,Female,D016,Radiology,MBBS,19,Evening
DR02117,Doctor_2117,Female,D017,ICU,MBBS,5,Morning
DR02118,Doctor_2118,Female,D018,Ophthalmology,MBBS,34,Evening
DR02119,Doctor_2119,Male,D019,Endocrinology,DM,6,Morning
DR02120,Doctor_2120,Female,D020,Dental,MBBS,25,Morning
DR02121,Doctor_2121,Male,D001,Cardiology,DM,15,Morning
DR02122,Doctor_2122,Female,D002,Neurology,MCh,1,Night
DR02123,Doctor_2123,Female,D003,Orthopedics,MCh,11,Night
DR02124,Doctor_2124,Male,D004,Pediatrics,MBBS,12,Morning
DR02125,Doctor_2125,Male,D005,Oncology,MD,21,Evening
DR02126,Doctor_2126,Female,D006,ENT,MBBS,23,Evening
DR02127,Doctor_2127,Male,D007,Dermatology,MCh,32,Morning
DR02128,Doctor_2128,Female,D008,General Surgery,MCh,1,Morning
DR02129,Doctor_2129,Female,D009,Urology,DM,14,Night
DR02130,Doctor_2130,Female,D010,Nephrology,MD,20,Morning
DR02131,Doctor_2131,Female,D011,Gynecology,DM,15,Evening
DR02132,Doctor_2132,Female,D012,Psychiatry,MBBS,6,Morning
DR02133,Doctor_2133,Male,D013,Pulmonology,MS,35,Morning
DR02134,Doctor_2134,Female,D014,Gastroenterology,MBBS,6,Night
DR02135,Doctor_2135,Male,D015,Emergency,MD,3,Night
DR02136,Doctor_2136,Male,D016,Radiology,MCh,34,Morning
DR02137,Doctor_2137,Female,D017,ICU,DM,16,Evening
DR02138,Doctor_2138,Female,D018,Ophthalmology,MD,22,Night
DR02139,Doctor_2139,Female,D019,Endocrinology,MD,29,Evening
DR02140,Doctor_2140,Female,D020,Dental,MBBS,20,Morning
DR02141,Doctor_2141,Male,D001,Cardiology,DM,20,Night
DR02142,Doctor_2142,Female,D002,Neurology,MBBS,35,Night
DR02143,Doctor_2143,Male,D003,Orthopedics,MBBS,8,Morning
DR02144,Doctor_2144,Male,D004,Pediatrics,MBBS,11,Evening
DR02145,Doctor_2145,Male,D005,Oncology,MBBS,35,Evening
DR02146,Doctor_2146,Female,D006,ENT,DM,14,Evening
DR02147,Doctor_2147,Male,D007,Dermatology,MS,16,Evening
DR02148,Doctor_2148,Male,D008,General Surgery,DM,17,Evening
DR02149,Doctor_2149,Female,D009,Urology,MS,10,Morning
DR02150,Doctor_2150,Female,D010,Nephrology,MCh,32,Night
DR02151,Doctor_2151,Male,D011,Gynecology,MD,6,Evening
DR02152,Doctor_2152,Female,D012,Psychiatry,MD,31,Morning
DR02153,Doctor_2153,Male,D013,Pulmonology,MCh,30,Night
DR02154,Doctor_2154,Male,D014,Gastroenterology,MBBS,21,Morning
DR02155,Doctor_2155,Male,D015,Emergency,MCh,25,Night
DR02156,Doctor_2156,Male,D016,Radiology,MBBS,13,Night
DR02157,Doctor_2157,Female,D017,ICU,MBBS,8,Morning
DR02158,Doctor_2158,Female,D018,Ophthalmology,MS,8,Morning
DR02159,Doctor_2159,Female,D019,Endocrinology,MS,13,Evening
DR02160,Doctor_2160,Female,D020,Dental,MCh,8,Night
DR02161,Doctor_2161,Female,D001,Cardiology,MD,17,Evening
DR02162,Doctor_2162,Female,D002,Neurology,MBBS,28,Night
DR02163,Doctor_2163,Male,D003,Orthopedics,MD,9,Evening
DR02164,Doctor_2164,Male,D004,Pediatrics,MD,34,Night
DR02165,Doctor_2165,Male,D005,Oncology,DM,35,Morning
DR02166,Doctor_2166,Male,D006,ENT,MD,12,Morning
DR02167,Doctor_2167,Female,D007,Dermatology,MBBS,31,Evening
DR02168,Doctor_2168,Female,D008,General Surgery,MBBS,15,Morning
DR02169,Doctor_2169,Male,D009,Urology,MBBS,7,Night
DR02170,Doctor_2170,Male,D010,Nephrology,MBBS,24,Morning
DR02171,Doctor_2171,Female,D011,Gynecology,MCh,22,Evening
DR02172,Doctor_2172,Female,D012,Psychiatry,MCh,28,Night
DR02173,Doctor_2173,Male,D013,Pulmonology,MCh,3,Evening
DR02174,Doctor_2174,Male,D014,Gastroenterology,MD,11,Night
DR02175,Doctor_2175,Female,D015,Emergency,DM,15,Evening
DR02176,Doctor_2176,Female,D016,Radiology,MD,5,Evening
DR02177,Doctor_2177,Female,D017,ICU,DM,18,Night
DR02178,Doctor_2178,Female,D018,Ophthalmology,DM,17,Night
DR02179,Doctor_2179,Female,D019,Endocrinology,MBBS,29,Evening
DR02180,Doctor_2180,Female,D020,Dental,MCh,2,Night
DR02181,Doctor_2181,Female,D001,Cardiology,MD,35,Evening
DR02182,Doctor_2182,Female,D002,Neurology,MBBS,32,Evening
DR02183,Doctor_2183,Male,D003,Orthopedics,MBBS,11,Evening
DR02184,Doctor_2184,Female,D004,Pediatrics,MS,31,Night
DR02185,Doctor_2185,Female,D005,Oncology,MCh,22,Evening
DR02186,Doctor_2186,Male,D006,ENT,DM,2,Night
DR02187,Doctor_2187,Male,D007,Dermatology,MS,19,Morning
DR02188,Doctor_2188,Female,D008,General Surgery,MS,21,Night
DR02189,Doctor_2189,Female,D009,Urology,DM,1,Morning
DR02190,Doctor_2190,Male,D010,Nephrology,MD,24,Morning
DR02191,Doctor_2191,Female,D011,Gynecology,MS,25,Morning
DR02192,Doctor_2192,Female,D012,Psychiatry,MCh,34,Morning
DR02193,Doctor_2193,Male,D013,Pulmonology,MS,3,Night
DR02194,Doctor_2194,Male,D014,Gastroenterology,MCh,5,Night
DR02195,Doctor_2195,Female,D015,Emergency,MS,27,Night
DR02196,Doctor_2196,Female,D016,Radiology,MS,25,Night
DR02197,Doctor_2197,Female,D017,ICU,MD,18,Night
DR02198,Doctor_2198,Male,D018,Ophthalmology,MD,32,Evening
DR02199,Doctor_2199,Male,D019,Endocrinology,DM,8,Morning
DR02200,Doctor_2200,Female,D020,Dental,MBBS,27,Night
DR02201,Doctor_2201,Female,D001,Cardiology,MBBS,8,Morning
DR02202,Doctor_2202,Female,D002,Neurology,DM,15,Evening
